id,definitionId,set,dots,slot,tier,level,locked,rerolledCount,equipped,source,assignedTo,primaryStat,primaryValue,primaryValueRaw,primaryRolls,primaryRawRolls,secondary1Stat,secondary1Value,secondary1ValueRaw,secondary1Rolls,secondary1RawRolls,secondary2Stat,secondary2Value,secondary2ValueRaw,secondary2Rolls,secondary2RawRolls,secondary3Stat,secondary3Value,secondary3ValueRaw,secondary3Rolls,secondary3RawRolls,secondary4Stat,secondary4Value,secondary4ValueRaw,secondary4Rolls,secondary4RawRolls,tierName,secondaryRollsTotal,secondaryRollsMaxAtTier,secondaryRollsRemainingAtTier,modQuality,modValue,speedQuality,potentialCeiling,potentialGain,projected6EQuality,nextInvestment,calibrationAttemptsMax,calibrationAttemptsUsed,calibrationAttemptsRemaining,calibrationNextCost,fitScore,primaryFit,secondaryFit,setFit,fitTarget,characterFit,recommendedAction,reason,replacementGain,replacesModId,chainStatus,patchOwner,patchOwnerName,patchSlot,chainId,chainStep,chainLength,chainPath,accountGain,optimizerTarget,optimizerScore,optimizerTotalScore,optimizerBaseScore,optimizerSetBonusScore,optimizerCurrentScore,optimizerGain,optimizerSource,optimizerCandidate,optimizerModScore,optimizerFullBuildGain,optimizerFullBuildSetBonus,chainGain
7U7v6BU2SLSEBR4-bVDQmQ,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Offense,30,300000,1,2952372,Protection %,1.84%,184,1,1843,,,,0,,,,,0,,C,2,6,4,100.0,76.0,0.0,80.0,4.0,0.0,upgrade,0,0,0,0,44.0,95.1,35.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
7_VGUD_xRxqX2tJBNNvp9w,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Health %,0.89%,89,1,897,Defense %,1.69%,169,1,1695,,,,0,,,,,0,,C,2,6,4,100.0,57.0,0.0,67.0,10.0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
7aVc7AnqS8SC-EUl_JsXoQ,152,Health,5,Arrow,5,1,False,0,True,POSTAĆ: DARTHMALGUS,rNVRtWnISySAAsFoyWfm4Q,Health %,0.63%,63,0,,Defense,8,80000,1,868525,Protection,594,5940000,1,59441889,Speed,5,50000,1,593760,Tenacity %,1.71%,171,1,1713,A,4,8,4,100.0,53.0,83.3,76.5,23.5,56.2,upgrade,0,0,0,0,29.6,0.0,42.2,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
7lVzyaImTIydtErU3uU8uQ,152,Health,5,Arrow,2,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Defense,9,90000,1,916398,,,,0,,,,,0,,,,,0,,D,1,5,4,100.0,34.0,0.0,34.0,0.0,0.0,upgrade,0,0,0,0,41.6,95.1,31.3,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
80O-LY6oRkGajCnHLLCmpA,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
8ahQsOxwQLCQsmLsVhq69g,152,Health,5,Arrow,2,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Defense %,1.14%,114,1,1140,,,,0,,,,,0,,,,,0,,D,1,5,4,100.0,42.0,0.0,42.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
8vfmg6aZQVSax39U7RzoVA,152,Health,5,Arrow,5,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Health %,1.09%,109,1,1099,Offense,44,440000,1,4375320,Tenacity %,1.47%,147,1,1474,Protection,757,7570000,1,75750720,A,4,8,4,100.0,58.0,0.0,70.0,12.0,74.9,upgrade,0,0,0,0,33.0,95.1,18.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
8vr5E9zOTnKfBl65drywZw,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Protection %,2.5%,250,0,,Health,356,3560000,1,35612374,Speed,5,50000,1,582990,,,,0,,,,,0,,C,2,6,4,100.0,74.0,83.3,91.3,17.3,0.0,upgrade,0,0,0,0,45.2,0.0,66.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
8xZdKxsNRlyt_YgqnnEoMA,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
9DAQAI32TKeq6pJyUu88Xw,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Protection %,2.5%,250,0,,Speed,5,50000,1,592410,Protection,629,6290000,1,62938715,,,,0,,,,,0,,C,2,6,4,100.0,74.0,83.3,91.3,17.3,0.0,upgrade,0,0,0,0,46.9,0.0,68.7,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
9Rdxz-eLSYqIbEZTqbEd-A,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Protection %,1.75%,175,1,1759,Defense,6,60000,1,644791,,,,0,,,,,0,,C,2,6,4,100.0,52.0,0.0,64.0,12.0,0.0,upgrade,0,0,0,0,42.9,95.1,33.3,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
9cTR4Z0XSsmq5ZNKDT64WA,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
9tj3RY3CS1O7NuxZ6AETwg,152,Health,5,Arrow,5,1,False,0,True,POSTAĆ: BOKATAN,JCTZSSscTn-Zm1kJbrV0pw,Speed,4,40000,0,,Health %,0.88%,88,1,881,Offense %,0.48%,48,1,488,Critical Chance %,1.39%,139,1,1398,Protection %,1.53%,153,1,1535,A,4,8,4,100.0,64.8,0.0,78.4,13.6,46.6,upgrade,0,0,0,0,27.0,95.1,8.8,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
AFgd6siTRl-SP-hcLSHXtQ,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Defense %,1.36%,136,1,1363,Tenacity %,1.89%,189,1,1890,,,,0,,,,,0,,C,2,6,4,100.0,36.0,0.0,40.0,4.0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
ATVUXbmtRGuTU9rSUk_vog,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
BKZ--uZYQne9eF5Jh2GSlQ,152,Health,5,Arrow,3,1,False,0,True,POSTAĆ: JEDIKNIGHTCAL,QIF5yMuQQKq3dp-_Ka3c2w,Speed,4,40000,0,,Offense %,0.47%,47,1,478,Protection,790,7900000,1,79027437,,,,0,,,,,0,,C,2,6,4,100.0,70.0,0.0,84.7,14.7,0.0,upgrade,0,0,0,0,33.4,95.1,18.7,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
C3YJgcraSn-GL7a8LfY7ew,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Offense %,0.63%,63,0,,Health,363,3630000,1,36360281,Speed,5,50000,1,501720,,,,0,,,,,0,,C,2,6,4,100.0,74.0,83.3,91.3,17.3,0.0,upgrade,0,0,0,0,45.2,0.0,66.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
D3CQ5X4dSkSCILpCrwyhYg,152,Health,5,Arrow,5,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Offense,37,370000,1,3653928,Protection,735,7350000,1,73557936,Critical Chance %,1.14%,114,1,1144,Defense %,1.02%,102,1,1022,A,4,8,4,100.0,49.2,0.0,65.6,16.4,40.1,upgrade,0,0,0,0,33.0,95.1,18.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
D_eUPb5fQX2pPKUG3HuHIQ,152,Health,5,Arrow,3,1,False,0,True,POSTAĆ: QIRA,Gi9SANbjSlmcceP-ctVgpA,Speed,4,40000,0,,Offense,25,250000,1,2454876,Health %,1.1%,110,1,1106,,,,0,,,,,0,,C,2,6,4,100.0,77.0,0.0,80.3,3.3,0.0,upgrade,0,0,0,0,32.5,95.1,17.4,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
ELdEz7zYTb-soiGOfKoEZQ,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Potency %,1.86%,186,1,1868,Offense %,0.4%,40,1,401,,,,0,,,,,0,,C,2,6,4,100.0,63.0,0.0,82.3,19.3,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
F-zKOUZNRjeqlDFQ3SXUlQ,152,Health,5,Arrow,5,1,False,0,False,MAGAZYN,,Health %,0.63%,63,0,,Protection,704,7040000,1,70422421,Defense,8,80000,1,825258,Offense %,0.34%,34,1,345,Speed,5,50000,1,577140,A,4,8,4,100.0,68.5,83.3,84.2,15.8,55.1,upgrade,0,0,0,0,29.6,0.0,42.2,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
FH86ETRkQyiXYpHsiaXPpA,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
FjA5rEqMT8CcgaTb5VV5ag,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Potency %,1.64%,164,1,1649,Defense %,0.87%,87,1,878,,,,0,,,,,0,,C,2,6,4,100.0,38.0,0.0,40.7,2.7,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
HF9judltShqBAzqakJARrw,152,Health,5,Arrow,4,1,False,0,True,POSTAĆ: VISASMARR,4Sxf6R0SSOmtftLRViCF1w,Speed,4,40000,0,,Tenacity %,1.9%,190,1,1902,Offense %,0.37%,37,1,372,Health,417,4170000,1,41739211,,,,0,,B,3,7,4,100.0,56.7,0.0,76.9,20.2,0.0,upgrade,0,0,0,0,28.2,95.1,10.7,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
HHNMeAJkQTWteU9ma54WyA,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
HMyJyzGzQXqYFigHtEk7jw,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
Ht8c50PmTNyy5suez6F8IA,152,Health,5,Arrow,2,1,False,0,False,MAGAZYN,,Offense %,0.63%,63,0,,Speed,5,50000,1,506430,,,,0,,,,,0,,,,,0,,D,1,5,4,100.0,100.0,83.3,100.0,0,0.0,upgrade,0,0,0,0,67.2,0.0,100.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
I-P_3deQTtmxR2GIVPR3gQ,152,Health,5,Arrow,3,1,False,0,True,POSTAĆ: CHIEFNEBIT,gbPYHApKTDSmWMiuMeaBZg,Speed,4,40000,0,,Health %,0.65%,65,1,655,Protection,632,6320000,1,63208660,,,,0,,,,,0,,C,2,6,4,100.0,60.0,0.0,68.0,8.0,0.0,upgrade,0,0,0,0,33.4,95.1,18.7,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
IFsndp7zTt-P99m_JSIkYg,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
IOLUYbBrQZyPY7_sPsAdGw,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Offense %,0.63%,63,0,,Health %,0.91%,91,1,911,Speed,5,50000,1,574650,,,,0,,,,,0,,C,2,6,4,100.0,86.0,83.3,95.3,9.3,0.0,upgrade,0,0,0,0,34.7,0.0,50.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
IxZCjjCVQaWAI5s6h2tNiQ,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
Kn4mtPhlRHKhi3D_zSDpYA,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Defense,6,60000,1,649936,Protection,675,6750000,1,67519474,,,,0,,,,,0,,C,2,6,4,100.0,41.0,0.0,45.7,4.7,0.0,upgrade,0,0,0,0,43.6,95.1,34.4,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
Lw5INlh3QNG9opECqti3pA,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
M2b0_xuKQb2CQOjAebIsNg,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
M6_5onwQR7q7X2IqhSO_Pw,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
M87BhI44TAe-W8E2hbRXfw,152,Health,5,Arrow,2,1,False,0,True,POSTAĆ: MARROK,DC1h1YfjTMWLihdoiSJ0nw,Speed,4,40000,0,,Offense %,0.32%,32,1,325,,,,0,,,,,0,,,,,0,,D,1,5,4,100.0,92.0,0.0,92.0,0.0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
Mv7cHc9zSK-59wwak6lk4w,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
N2eiCu_ISraiyQG4urQpxg,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
Nkgyt8UVSFy6OyfChK3GtQ,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
NxrTc62SRDOCQ1h-ZLpNpQ,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Health %,0.63%,63,0,,Speed,5,50000,1,599640,Protection %,1.66%,166,1,1661,,,,0,,,,,0,,C,2,6,4,100.0,85.0,83.3,95.0,10.0,0.0,upgrade,0,0,0,0,46.2,0.0,67.6,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
O4wsc35HSVK1KAz0dhR7Ew,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Protection,493,4930000,1,49308569,Health,244,2440000,1,24425914,,,,0,,,,,0,,C,2,6,4,100.0,48.0,0.0,48.0,0,0.0,upgrade,0,0,0,0,43.8,95.1,34.7,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
O5FIg_riTreTMXtb140UWQ,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Offense %,0.38%,38,1,384,Protection,559,5590000,1,55953369,,,,0,,,,,0,,C,2,6,4,100.0,70.0,0.0,84.7,14.7,0.0,upgrade,0,0,0,0,33.4,95.1,18.7,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
ON8isJDMQhuqpcWg6isnRA,152,Health,5,Arrow,1,1,False,0,True,POSTAĆ: NIGHTSISTERINITIATE,Sbag_OWRT_G6iN-SMQBxCw,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
OPZLPv0yTWSaq6cpReVR7Q,152,Health,5,Arrow,4,1,False,0,True,POSTAĆ: GREEFKARGA,glB8R2fVS3qp3gZo3f4x4Q,Speed,4,40000,0,,Defense,6,60000,1,691929,Defense %,1.45%,145,1,1453,Offense,39,390000,1,3851376,,,,0,,B,3,7,4,100.0,52.7,0.0,69.4,16.8,0.0,upgrade,0,0,0,0,35.6,95.1,22.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
OaHfqZPbTceCfXEkgSxlkw,152,Health,5,Arrow,5,1,False,0,False,MAGAZYN,,Critical Avoidance %,3%,300,0,,Offense %,0.36%,36,1,368,Protection,770,7700000,1,77017385,Potency %,1.59%,159,1,1597,Speed,5,50000,1,569190,A,4,8,4,100.0,68.5,83.3,84.2,15.8,55.3,upgrade,0,0,0,0,24.5,0.0,34.3,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
PK1eXNn7QsmaqjdLoltbBw,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Offense,30,300000,1,2917032,Health %,0.89%,89,1,897,,,,0,,,,,0,,C,2,6,4,100.0,77.0,0.0,80.3,3.3,0.0,upgrade,0,0,0,0,32.5,95.1,17.4,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
PrFOqeknSq6mrZuixt_o7w,152,Health,5,Arrow,4,1,False,0,True,POSTAĆ: GRIEVOUS,8rfbK6ILSTOkxNMgxNYN5Q,Health %,0.63%,63,0,,Defense,5,50000,1,598388,Speed,5,50000,1,562590,Protection,596,5960000,1,59624621,,,,0,,B,3,7,4,100.0,60.7,83.3,83.1,22.5,0.0,upgrade,0,0,0,0,38.8,0.0,56.2,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
QTTZ4hA9Qbql1niQVJF1JA,152,Health,5,Arrow,4,1,False,0,True,POSTAĆ: COMMANDERAHSOKA,CTmaWdlpSUOGpCcKqGJM4Q,Speed,4,40000,0,,Offense %,0.45%,45,1,451,Health,410,4100000,1,41002019,Protection,807,8070000,1,80713555,,,,0,,B,3,7,4,100.0,62.7,0.0,79.4,16.8,0.0,upgrade,0,0,0,0,36.3,95.1,23.1,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
RLTbljoDQYGJfFAASv5-2A,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Critical Avoidance %,3%,300,0,,Tenacity %,1.91%,191,1,1917,Speed,5,50000,1,518700,,,,0,,,,,0,,C,2,6,4,100.0,65.0,83.3,88.3,23.3,0.0,upgrade,0,0,0,0,34.7,0.0,50.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
RUxLgzYwSLK9xOB-NWHGjg,152,Health,5,Arrow,1,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
SDQ24pEBQCqV2ZrpJoPU7w,152,Health,5,Arrow,3,1,False,0,True,POSTAĆ: TALIA,MGHSHYnwSkWTFZjOGEUreg,Speed,4,40000,0,,Defense,8,80000,1,812861,Health %,0.9%,90,1,907,,,,0,,,,,0,,C,2,6,4,100.0,53.0,0.0,65.7,12.7,0.0,upgrade,0,0,0,0,31.4,95.1,15.7,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
SHKBsZoNSLW5vv25BM-dnw,152,Health,5,Arrow,3,1,False,0,False,MAGAZYN,,Speed,4,40000,0,,Defense,5,50000,1,511756,Health,374,3740000,1,37489642,,,,0,,,,,0,,C,2,6,4,100.0,41.0,0.0,45.7,4.7,0.0,upgrade,0,0,0,0,41.9,95.1,31.7,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
TOdG8-6VQSOzhWaiSLgVyA,152,Health,5,Arrow,1,1,False,0,True,POSTAĆ: SCARIFREBEL,GCcqj7sLRhql1nUuT1xRhA,Speed,4,40000,0,,,,,0,,,,,0,,,,,0,,,,,0,,E,0,4,4,0.0,0.0,0.0,0.0,0,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
T_lVOBz6TCCBIPu2EsJUCQ,152,Health,5,Arrow,3,1,False,0,True,POSTAĆ: DARTHMALAK,Gi4yc5CnQbC2bekrOQeEPw,Speed,4,40000,0,,Tenacity %,2.13%,213,1,2134,Potency %,1.77%,177,1,1773,,,,0,,,,,0,,C,2,6,4,100.0,32.0,0.0,33.3,1.3,0.0,upgrade,0,0,0,0,21.3,95.1,0.0,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
TkrN16opQW6VsCYlArqpiA,152,Health,5,Arrow,2,1,False,0,True,POSTAĆ: GAMORREANGUARD,jgOdEbDhTxmOgREBJSK81w,Speed,4,40000,0,,Offense,33,330000,1,3213888,,,,0,,,,,0,,,,,0,,D,1,5,4,100.0,82.0,0.0,82.0,0,0.0,upgrade,0,0,0,0,43.8,95.1,34.7,14.8,JARJARBINKS,CANDIDATE,UPGRADE,nieujawnione wszystkie secondary,0.0,,,,,,,,,,,,,,,,,,,,,,,
