id,definitionId,set,dots,slot,tier,level,locked,rerolledCount,equipped,source,assignedTo,primaryStat,primaryValue,primaryValueRaw,primaryRolls,primaryRawRolls,secondary1Stat,secondary1Value,secondary1ValueRaw,secondary1Rolls,secondary1RawRolls,secondary2Stat,secondary2Value,secondary2ValueRaw,secondary2Rolls,secondary2RawRolls,secondary3Stat,secondary3Value,secondary3ValueRaw,secondary3Rolls,secondary3RawRolls,secondary4Stat,secondary4Value,secondary4ValueRaw,secondary4Rolls,secondary4RawRolls
Rc7KI9koTzCTSkkaO9H_aQ,653,Critical Damage,5,Diamond,1,12,False,0,True,equippedStatMod,,Protection,950,950,0,,Offense,64,64,1,647,Speed,172,172,1,1729,Health,30,30,1,301,Offense %,0.05%,50000,1,541080
Vns8SnSwQTmLS9_0k050sQ,653,Critical Damage,5,Diamond,1,12,False,0,True,equippedStatMod,,Protection,950,950,0,,Critical Avoidance %,0.4%,400000,1,3993648,Offense,99,99,1,990,Offense %,0.05%,50000,1,587190,Health,36,36,1,365
cyld309iS6W-7J-7cE4lFg,653,Critical Damage,5,Diamond,1,12,False,0,False,unequippedMod,,Protection,950,950,0,,Speed,118,118,1,1184,Defense,119,119,1,1194,Health,48,48,1,488,Offense %,0.05%,50000,1,516090
kCoTsjE9QX2HzllB50feOw,653,Critical Damage,5,Diamond,1,12,False,0,True,equippedStatMod,,Protection,950,950,0,,Tenacity %,0.08%,80000,1,895426,Defense,189,189,1,1893,Speed,118,118,1,1188,Potency %,0.000165%,165,1,1659
samEcbjwSSSzbLDy41c4Mw,653,Critical Damage,5,Diamond,1,12,False,0,True,equippedStatMod,,Protection,950,950,0,,Critical Avoidance %,0.46%,460000,1,4539480,Offense %,0.05%,50000,1,578940,Tenacity %,0.05%,50000,1,585207,Defense,210,210,1,2104
tMFk3IZ8QsGKXs1oyLEiqQ,653,Critical Damage,5,Diamond,1,12,False,0,True,equippedStatMod,,Protection,950,950,0,,Critical Avoidance %,0.25%,250000,1,2491356,Potency %,0.000162%,162,1,1627,Speed,138,138,1,1386,Offense %,0.05%,50000,1,532980
yfU7qg8KR-WnD5AaM5i7Kw,653,Critical Damage,5,Diamond,1,12,False,0,True,equippedStatMod,,Protection,950,950,0,,Speed,217,217,1,2176,Tenacity %,0.08%,80000,1,896357,Critical Avoidance %,0.35%,350000,1,3432084,Offense %,0.05%,50000,1,553110
8Qm1eyKsTRKxtx07Y03K9Q,653,Critical Damage,5,Diamond,2,9,False,0,True,equippedStatMod,,Protection,725,725,0,,Potency %,0.000221%,221,1,2218,Health,39,39,1,391,Defense %,0.000181%,181,1,1818,Critical Avoidance %,0.27%,270000,1,2664180
EunDRbRlSA69tr3JV5I-Zg,653,Critical Damage,5,Diamond,2,9,False,0,True,equippedStatMod,,Protection,725,725,0,,Critical Avoidance %,0.45%,450000,1,4411116,Protection %,6.91%,6910000,1,69122532,Tenacity %,0.08%,80000,1,889987,Offense %,0.05%,50000,1,502050
I71hmT0jT7WX6ms5POHpEg,653,Critical Damage,5,Diamond,2,9,False,0,True,equippedStatMod,,Protection,725,725,0,,Tenacity %,0.06%,60000,1,649103,Defense,177,177,1,1771,Potency %,0.000224%,224,1,2246,Health,39,39,1,390
0PqHkFRnQriD_oyeSOjBjQ,653,Critical Damage,5,Diamond,3,6,False,0,True,equippedStatMod,,Protection,500,500,0,,Offense,58,58,1,583,Speed,143,143,1,1437,Critical Avoidance %,0.43%,430000,1,4217772,Protection %,6.89%,6890000,1,68952259
aWx0g8jhSU6eJ_pgd-SYJg,653,Critical Damage,5,Diamond,3,6,False,0,True,equippedStatMod,,Protection,500,500,0,,Defense,192,192,1,1928,Potency %,0.000116%,116,1,1167,Offense %,0.05%,50000,1,590490,Defense %,0.00015%,150,1,1507
8bNZnLZuSt2YGXU-9TZnow,653,Critical Damage,5,Diamond,2,1,False,0,True,equippedStatMod,,Protection,125,125,0,,Offense %,0.05%,50000,1,570570,,,,0,,,,,0,,,,,0,
LQhCu1WWSOu1Rf9xEaJOOQ,653,Critical Damage,5,Diamond,5,1,False,0,True,equippedStatMod,,Protection,125,125,0,,Speed,185,185,1,1850,Defense,143,143,1,1432,Health,31,31,1,319,Offense %,0.05%,50000,1,538500
Q0w4m9pCSA2whiBJSBL_mQ,653,Critical Damage,5,Diamond,5,1,False,0,False,unequippedMod,,Protection,125,125,0,,Offense %,0.05%,50000,1,513090,Defense,128,128,1,1281,Speed,164,164,1,1649,Health,46,46,1,466
UtBxgrdQS4CEeRenJaBFIA,653,Critical Damage,5,Diamond,5,1,False,0,True,equippedStatMod,,Protection,125,125,0,,Defense %,0.000172%,172,1,1721,Tenacity %,0.09%,90000,1,950012,Potency %,0.000137%,137,1,1372,Offense %,0.05%,50000,1,541020
_Fh5sFhRTnijtaGBDjGNRQ,653,Critical Damage,5,Diamond,2,1,False,0,True,equippedStatMod,,Protection,125,125,0,,Offense %,0.05%,50000,1,545490,,,,0,,,,,0,,,,,0,
gIwXEHnBRS2XK8DrRk72LA,653,Critical Damage,5,Diamond,4,1,False,0,True,equippedStatMod,,Protection,125,125,0,,Offense %,0.05%,50000,1,599970,Health,37,37,1,375,Defense %,0.000139%,139,1,1396,,,,0,
ygIDYn1iRpOXLdRJvNy0nQ,653,Critical Damage,5,Diamond,3,1,False,0,False,unequippedMod,,Protection,125,125,0,,Defense,113,113,1,1131,Offense %,0.05%,50000,1,507930,,,,0,,,,,0,
Hp9xbofwT5Sp9IYHT3SzAw,651,Critical Damage,5,Square,1,15,False,0,True,equippedStatMod,,Health,588,588,0,,Defense,190,190,1,1909,Speed,200,200,1,2000,Offense %,0.05%,50000,1,570780,Protection,111,111,1,1115
I6xB2f08QvKrpwVKNvrpag,651,Critical Damage,5,Square,5,15,False,0,True,equippedStatMod,,Health,588,588,0,,Offense,90,90,1,901,Offense %,0.05%,50000,1,573420,Defense %,0.000551%,551,3,1439|2148|1925,Potency %,0.000611%,611,3,2149|1919|2050
PPSPn0XTS2KCEzN13j_sLg,651,Critical Damage,5,Square,1,15,False,0,True,equippedStatMod,,Health,588,588,0,,Speed,125,125,1,1252,Defense %,0.000194%,194,1,1946,Potency %,0.00016%,160,1,1609,Offense %,0.05%,50000,1,564360
QchEtODpSG-1ZNSVhEGhcA,651,Critical Damage,5,Square,1,15,False,0,True,equippedStatMod,,Health,588,588,0,,Potency %,0.000217%,217,1,2172,Offense %,0.05%,50000,1,536730,Defense %,0.000203%,203,1,2036,Protection,92,92,1,929
SA5Ys2ZiRhy2TCYrqq9tTw,651,Critical Damage,5,Square,2,15,False,0,True,equippedStatMod,,Health,588,588,0,,Defense %,0.00019%,190,1,1904,Defense,191,191,1,1917,Health %,2.62%,2620000,1,26290324,Offense %,0.09%,90000,2,532560|440940
YSnzaCGjS4q0HfhGtXD-Sg,651,Critical Damage,5,Square,2,15,False,0,True,equippedStatMod,,Health,588,588,0,,Offense %,0.05%,50000,1,540000,Potency %,0.00017%,170,1,1700,Protection %,12.61%,12610000,2,53378509|72802090,Critical Avoidance %,0.4%,400000,1,3967428
oeRiioMPQdqVFxdBdVVTyA,651,Critical Damage,5,Square,2,15,False,0,True,equippedStatMod,,Health,588,588,0,,Critical Avoidance %,0.34%,340000,1,3327660,Health %,3.01%,3010000,1,30167011,Defense %,0.000258%,258,2,1230|1353,Offense %,0.05%,50000,1,570660
r2JW0_kGQtm4hMTFrpeh0Q,651,Critical Damage,5,Square,2,15,False,0,True,equippedStatMod,,Health,588,588,0,,Offense %,0.1%,100000,2,565710|510270,Health %,4.11%,4110000,1,41115598,Protection,140,140,1,1406,Tenacity %,0.06%,60000,1,653513
sP7wnc9lRMOTUW4d9s2ovw,651,Critical Damage,5,Square,5,15,False,0,True,equippedStatMod,,Health,588,588,0,,Offense,169,169,2,1114|579,Defense,318,318,2,1189|1993,Defense %,0.000396%,396,2,2040|1922,Offense %,0.1%,100000,2,509490|501630
xt2bLDXxTfmEzJuBhJsqVw,651,Critical Damage,5,Square,1,15,False,0,True,equippedStatMod,,Health,588,588,0,,Defense %,0.000149%,149,1,1498,Offense,90,90,1,909,Potency %,0.000219%,219,1,2194,Offense %,0.05%,50000,1,528750
zQOotLgcRDag41rfErbPtQ,651,Critical Damage,5,Square,3,15,False,0,True,equippedStatMod,,Health,588,588,0,,Health %,7.28%,7280000,2,32202861|40629137,Offense %,0.05%,50000,1,530400,Offense,101,101,1,1011,Protection,280,280,2,1488|1312
2fI8gGJSTIGvMuVWPJpCNQ,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Offense %,0.05%,50000,1,563550,Protection %,4.18%,4180000,1,41824863,Potency %,0.000173%,173,1,1732,Speed,210,210,1,2100
4KjW0E_uSKWzIcuDu0XJlg,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Offense %,0.05%,50000,1,539760,Potency %,0.000191%,191,1,1919,Protection,109,109,1,1097,Health %,3.82%,3820000,1,38222548
Ch1tqhmDT1WiNVV4fzv6Gg,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Protection %,4.49%,4490000,1,44960378,Protection,141,141,1,1415,Defense,209,209,1,2099,Offense %,0.05%,50000,1,501240
HLNNsn4sSr68Oxxih79uXg,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Offense,79,79,1,799,Health %,2.96%,2960000,1,29641976,Defense,199,199,1,1991,Offense %,0.05%,50000,1,522780
Im8_u_HwSjO7hMsp8a3HxQ,651,Critical Damage,5,Square,1,12,False,0,False,unequippedMod,,Health,475,475,0,,Health %,3.39%,3390000,1,33934405,Offense %,0.05%,50000,1,551580,Protection %,7.48%,7480000,1,74816295,Defense,122,122,1,1223
KmxfjuWTRUKqZps5K1nIyA,651,Critical Damage,5,Square,1,12,False,0,False,unequippedMod,,Health,475,475,0,,Potency %,0.000174%,174,1,1740,Critical Avoidance %,0.41%,410000,1,4003680,Offense %,0.05%,50000,1,509460,Defense %,0.000119%,119,1,1195
drcwhYTcQueqSQGyJUq77w,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Tenacity %,0.09%,90000,1,924777,Offense %,0.05%,50000,1,567180,Protection,106,106,1,1060,Defense %,0.000128%,128,1,1289
fxiq68LxQMyHWs9i0DQGUw,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Offense %,0.05%,50000,1,567540,Offense,58,58,1,581,Critical Avoidance %,0.33%,330000,1,3235320,Defense,172,172,1,1720
mvSWGsPQT2quRbKUsX95yg,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Offense,109,109,1,1093,Offense %,0.04%,40000,1,450510,Defense %,0.000138%,138,1,1384,Protection,111,111,1,1116
o_KkQuRRTumEBzeitB89qg,651,Critical Damage,5,Square,1,12,False,0,False,unequippedMod,,Health,475,475,0,,Speed,190,190,1,1901,Protection %,5.55%,5550000,1,55587905,Critical Avoidance %,0.29%,290000,1,2810556,Offense %,0.05%,50000,1,512430
pWSVS9G6QJG822pVcVMnNg,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Defense %,0.000217%,217,1,2171,Defense,135,135,1,1352,Offense %,0.05%,50000,1,517320,Critical Avoidance %,0.4%,400000,1,3946908
qMyXzYYFQ8Sxa2KVEiCEng,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Defense %,0.00021%,210,1,2101,Offense %,0.05%,50000,1,560940,Protection %,4.97%,4970000,1,49790317,Tenacity %,0.08%,80000,1,848631
uX9B68b4QCSoQGDd06WWGA,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Offense,81,81,1,817,Defense %,0.000216%,216,1,2165,Offense %,0.05%,50000,1,519930,Health %,4.23%,4230000,1,42394969
xvmC-hLWRM-LiMp23hHJDg,651,Critical Damage,5,Square,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Offense,100,100,1,1009,Critical Avoidance %,0.26%,260000,1,2531940,Health %,2.83%,2830000,1,28304744,Offense %,0.05%,50000,1,593370
Dtmr0uvYTdWamIIGqi-_lw,651,Critical Damage,5,Square,2,9,False,0,True,equippedStatMod,,Health,363,363,0,,Tenacity %,0.06%,60000,1,672966,Offense %,0.05%,50000,1,513570,Defense %,0.000118%,118,1,1189,Offense,78,78,1,786
VD36Eub3SRWCMxKSybw5Cw,651,Critical Damage,5,Square,3,6,False,0,True,equippedStatMod,,Health,250,250,0,,Critical Avoidance %,0.3%,300000,1,2960580,Protection,147,147,1,1478,Potency %,0.000221%,221,1,2211,Offense %,0.05%,50000,1,527250
YxWaeMtnREuiIksCOeQgGw,651,Critical Damage,5,Square,3,6,False,0,True,equippedStatMod,,Health,250,250,0,,Speed,172,172,1,1726,Critical Avoidance %,0.4%,400000,1,3903588,Offense %,0.05%,50000,1,556830,Health %,3.36%,3360000,1,33615098
_AwAsfc3TNaUFm3qsNdGMw,651,Critical Damage,5,Square,3,6,False,0,True,equippedStatMod,,Health,250,250,0,,Health %,3.42%,3420000,1,34272999,Protection %,6.86%,6860000,1,68694773,Offense %,0.05%,50000,1,518850,Defense,173,173,1,1735
FW0OyOedSZ-JS74Tu4VFFA,651,Critical Damage,5,Square,3,1,False,0,True,equippedStatMod,,Health,63,63,0,,Offense %,0.03%,30000,1,321330,Potency %,0.000176%,176,1,1762,,,,0,,,,,0,
kU312C_BTVqh3beTqhJAvw,651,Critical Damage,5,Square,3,1,False,0,True,equippedStatMod,,Health,63,63,0,,Offense %,0.05%,50000,1,570930,Health %,2.95%,2950000,1,29596973,,,,0,,,,,0,
wDU7o-WFQnSeKxeMTQIpcw,651,Critical Damage,5,Square,2,1,False,0,True,equippedStatMod,,Health,63,63,0,,Offense %,0.05%,50000,1,553890,,,,0,,,,,0,,,,,0,
wTA85CywTIKA5XDA-lcMbA,651,Critical Damage,5,Square,3,1,False,0,True,equippedStatMod,,Health,63,63,0,,Offense %,0.05%,50000,1,572130,Speed,185,185,1,1858,,,,0,,,,,0,
Dq0JB539RVKmNdvv3-rp_w,654,Critical Damage,5,Triangle,3,15,False,0,True,equippedStatMod,,Critical Damage %,0.0036%,3600,0,,Offense,93,93,1,937,Speed,163,163,1,1635,Critical Avoidance %,1.08%,1080000,3,4261092|3375996|3124512,Protection %,7.88%,7880000,1,78882082
MucwpyLsQEG2gJ7wTaPo5A,654,Critical Damage,5,Triangle,5,15,False,0,True,equippedStatMod,,Health,588,588,0,,Protection %,4.99%,4990000,1,49956437,Speed,518,518,3,1711|1678|1796,Defense %,0.000164%,164,1,1643,Offense %,0.14%,140000,3,562620|391770|502020
c5vGU1RkSNWX8XRONP-dWg,654,Critical Damage,5,Triangle,3,15,False,0,True,equippedStatMod,,Defense,1200,1200,0,,Potency %,0.00018%,180,1,1803,Defense %,0.000148%,148,1,1486,Offense %,0.09%,90000,2,523140|453240,Health,82,82,2,542|283
g-511uuWSSaWEOjpu__bBQ,654,Critical Damage,5,Triangle,3,15,False,0,True,equippedStatMod,,Protection,1175,1175,0,,Tenacity %,0.06%,60000,1,628229,Offense,72,72,1,723,Potency %,0.000244%,244,2,1262|1183,Offense %,0.1%,100000,2,529890|553140
r5ZLCEM4SWug_i9HOJvgnQ,654,Critical Damage,5,Triangle,2,15,False,0,True,equippedStatMod,,Critical Damage %,0.0036%,3600,0,,Tenacity %,0.11%,110000,2,645281|516411,Offense %,0.05%,50000,1,552780,Offense,66,66,1,668,Health %,2.79%,2790000,1,27910432
wTWWPDhdRHG2FNLWZGN0kg,654,Critical Damage,5,Triangle,5,15,False,0,True,equippedStatMod,,Protection,1175,1175,0,,Offense %,0.09%,90000,2,574530|338850,Health %,2.69%,2690000,1,26905365,Defense %,0.000272%,272,2,1238|1484,Defense,566,566,3,2174|1873|1617
yLkZ_j1VQy-cL9Mnr_HIXA,654,Critical Damage,5,Triangle,3,15,False,0,True,equippedStatMod,,Defense,1200,1200,0,,Health %,4.21%,4210000,1,42124951,Defense %,0.000405%,405,3,1586|1331|1141,Critical Avoidance %,0.36%,360000,1,3539928,Offense %,0.05%,50000,1,500100
z9TV3gJ5RN-wbSAiAnlS2g,654,Critical Damage,5,Triangle,3,15,False,0,True,equippedStatMod,,Health,588,588,0,,Offense %,0.05%,50000,1,597750,Defense %,0.000224%,224,1,2247,Health %,7.83%,7830000,2,36553151|41782071,Critical Avoidance %,0.53%,530000,2,2549268|2740332
zmsx_-HmQvOf3_j06cDRVw,654,Critical Damage,5,Triangle,1,15,False,0,True,equippedStatMod,,Protection,1175,1175,0,,Offense %,0.05%,50000,1,501630,Speed,202,202,1,2026,Potency %,0.000162%,162,1,1622,Health,42,42,1,424
2Ngy2cRMSti0mc34S_TkFA,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Defense,975,975,0,,Tenacity %,0.05%,50000,1,564480,Potency %,0.000136%,136,1,1369,Speed,174,174,1,1749,Offense %,0.05%,50000,1,520440
4y7RdZBwQyeaI3EqtwVi-A,654,Critical Damage,5,Triangle,1,12,False,0,False,unequippedMod,,Defense,975,975,0,,Defense %,0.000211%,211,1,2114,Offense %,0.05%,50000,1,590550,Potency %,0.000148%,148,1,1481,Health %,2.4%,2400000,1,24029459
6nVwYyijSFGKZ2WSoJTuEg,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Protection,950,950,0,,Offense %,0.04%,40000,1,402660,Defense %,0.000179%,179,1,1790,Potency %,0.000117%,117,1,1177,Health,48,48,1,486
7_LkQAOGQ4aQHu8Zg_Qw_g,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Critical Damage %,0.002925%,2925,0,,Offense %,0.05%,50000,1,517380,Protection %,5.46%,5460000,1,54607797,Speed,217,217,1,2172,Defense,186,186,1,1864
JgVeAXelRACYesL9e8EMfQ,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Critical Damage %,0.002925%,2925,0,,Offense %,0.04%,40000,1,498420,Speed,199,199,1,1996,Critical Avoidance %,0.41%,410000,1,4097388,Potency %,0.000196%,196,1,1963
MToHCBkHSfGpq_reJXlkcQ,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Critical Damage %,0.002925%,2925,0,,Health,40,40,1,406,Offense %,0.05%,50000,1,540330,Health %,2.34%,2340000,1,23495852,Protection %,5.97%,5970000,1,59749211
QTJvw2lhQjuYig5hHeZOVQ,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Protection,950,950,0,,Critical Avoidance %,0.24%,240000,1,2321724,Offense,92,92,1,922,Offense %,0.05%,50000,1,516210,Health %,2.16%,2160000,1,21601440
QuR1Jg65TNy_0Xwk7bQpfA,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Critical Damage %,0.002925%,2925,0,,Potency %,0.000146%,146,1,1462,Critical Avoidance %,0.32%,320000,1,3140928,Defense %,0.000119%,119,1,1197,Offense %,0.05%,50000,1,533790
RIRt8FZFRRmMVWCTZ0-t1A,654,Critical Damage,5,Triangle,1,12,False,0,False,unequippedMod,,Health,475,475,0,,Speed,157,157,1,1576,Offense %,0.05%,50000,1,552540,Defense %,0.00012%,120,1,1203,Health %,3.35%,3350000,1,33563666
UUAz7wvMTcyLbMcNKMYcwQ,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Offense,475,475,0,,Speed,131,131,1,1314,Defense,143,143,1,1434,Offense %,0.05%,50000,1,587730,Defense %,0.000216%,216,1,2161
cLMb7IihRA63XEXbRLaobg,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Critical Damage %,0.002925%,2925,0,,Tenacity %,0.05%,50000,1,571879,Offense %,0.05%,50000,1,572610,Protection %,6.86%,6860000,1,68686467,Speed,221,221,1,2215
d9_PyTFIQHaSKam9IDLDBA,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Health,475,475,0,,Potency %,0.00021%,210,1,2104,Critical Avoidance %,0.3%,300000,1,2911104,Offense %,0.04%,40000,1,400080,Tenacity %,0.05%,50000,1,506023
hiW5W353Rr6GA9TUVjVI4w,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Speed,1900,1900,0,,Offense %,0.05%,50000,1,585690,Critical Avoidance %,0.3%,300000,1,2916804,Health %,2.6%,2600000,1,26054594,Defense %,0.000215%,215,1,2153
iIq1DoK2S4GPC8YXvYf3qw,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Protection,950,950,0,,Defense,124,124,1,1242,Health,55,55,1,559,Offense %,0.05%,50000,1,597690,Offense,88,88,1,882
ngbzJ12fRluPXsebLrlBBw,654,Critical Damage,5,Triangle,1,12,False,0,False,unequippedMod,,Offense,475,475,0,,Offense %,0.05%,50000,1,554580,Protection %,6.32%,6320000,1,63262649,Health,28,28,1,287,Defense,116,116,1,1162
ufNMz5aaQkKLACLkyIaZgw,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Defense,975,975,0,,Critical Avoidance %,0.25%,250000,1,2411556,Defense %,0.000149%,149,1,1496,Potency %,0.000141%,141,1,1419,Offense %,0.05%,50000,1,575670
zN1fMm5xSJiXc1R0T-7FQQ,654,Critical Damage,5,Triangle,1,12,False,0,True,equippedStatMod,,Defense,975,975,0,,Protection,161,161,1,1615,Offense,71,71,1,716,Offense %,0.05%,50000,1,570420,Tenacity %,0.05%,50000,1,545223
Gprv7nVBTPy5NljW_fx0ig,654,Critical Damage,5,Triangle,2,9,False,0,True,equippedStatMod,,Offense,363,363,0,,Health %,2.22%,2220000,1,22218624,Defense %,0.000127%,127,1,1272,Protection %,7.34%,7340000,1,73466570,Offense %,0.05%,50000,1,558000
M3guUDVzTXewnAJpsEcKAQ,654,Critical Damage,5,Triangle,2,9,False,0,True,equippedStatMod,,Offense,363,363,0,,Defense,179,179,1,1797,Offense %,0.05%,50000,1,523650,Health,53,53,1,530,Speed,154,154,1,1546
YwNBWWdTScitIbKBSUmP_w,654,Critical Damage,5,Triangle,2,9,False,0,True,equippedStatMod,,Offense,363,363,0,,Health %,2.22%,2220000,1,22278628,Health,37,37,1,378,Offense %,0.05%,50000,1,553950,Speed,177,177,1,1772
Svb4EXhhRdGZHSXtgOL5hg,654,Critical Damage,5,Triangle,3,6,False,0,True,equippedStatMod,,Health,250,250,0,,Offense,64,64,1,643,Defense %,0.000182%,182,1,1821,Health %,2.2%,2200000,1,22021468,Offense %,0.05%,50000,1,571830
6NxExqBPQGGaocIzG_MEpg,654,Critical Damage,5,Triangle,3,1,False,0,True,equippedStatMod,,Protection,125,125,0,,Offense %,0.05%,50000,1,505230,Offense,78,78,1,783,,,,0,,,,,0,
NgVsTvfRQ-23xEMtDFgNpw,654,Critical Damage,5,Triangle,5,1,False,0,False,unequippedMod,,Speed,250,250,0,,Offense %,0.05%,50000,1,505410,Offense,64,64,1,646,Health,42,42,1,426,Defense,202,202,1,2027
ji212aAzR1aEf__Z8RR31Q,654,Critical Damage,5,Triangle,4,1,False,0,True,equippedStatMod,,Offense,63,63,0,,Offense %,0.05%,50000,1,508560,Speed,162,162,1,1626,Health %,2.8%,2800000,1,28064728,,,,0,
q4NRpONUQci1z0caAOm82w,654,Critical Damage,5,Triangle,2,1,False,0,True,equippedStatMod,,Speed,250,250,0,,Offense %,0.04%,40000,1,464940,,,,0,,,,,0,,,,,0,
qwBmZK0OQJKuh5k9749K5w,654,Critical Damage,5,Triangle,2,1,False,0,True,equippedStatMod,,Health,63,63,0,,Offense %,0.04%,40000,1,481650,,,,0,,,,,0,,,,,0,
zU0S9J--RWqFbFuLDmpvow,654,Critical Damage,5,Triangle,4,1,False,0,True,equippedStatMod,,Speed,250,250,0,,Protection %,4.62%,4620000,1,46293491,Offense %,0.05%,50000,1,559080,Defense %,0.000189%,189,1,1896,,,,0,
8K2wU3-gTqSTUoy2gKQ7cg,662,Critical Damage,6,Arrow,5,15,False,0,True,equippedStatMod,,Offense %,0.32%,320000,0,,Critical Avoidance %,1.09%,1090000,3,4452250|3743250|2627500,Tenacity %,0.34%,340000,3,1167040|1120800|1202720,Protection %,16.82%,16820000,3,69754400|48410400|50089400,Protection,854,854,3,2943|2767|2838
QHzYppmHQo-EO5Ot0MCsvA,662,Critical Damage,6,Arrow,2,15,False,0,True,equippedStatMod,,Offense %,0.32%,320000,0,,Potency %,0.000359%,359,2,2056|1541,Defense %,0.000541%,541,2,2450|2964,Protection %,21.64%,21640000,3,88996200|71658800|55761200,Defense,424,424,2,2261|1984
z-C1QKf2R9KoYTCgzHP8Cg,662,Critical Damage,6,Arrow,1,15,False,0,True,equippedStatMod,,Offense %,0.32%,320000,0,,Offense,442,442,3,1222|1543|1660,Speed,276,276,1,2763,Potency %,0.000575%,575,2,2764|2990,Health,229,229,2,1156|1136
2xHHic2LRtKZk5ySKorCjw,665,Critical Damage,6,Circle,1,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Critical Avoidance %,0.28%,280000,1,2721500,Potency %,0.000431%,431,2,1634|2676,Offense %,0.12%,120000,2,567540|533520,Protection %,24.75%,24750000,3,85923400|77385800|84239800
8MZUuR28Su-GvgyhciF0Jg,665,Critical Damage,6,Circle,1,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Offense %,0.1%,100000,2,553230|378240,Tenacity %,0.1%,100000,1,1041200,Defense,743,743,4,1825|1989|1941|1678,Protection %,8.44%,8440000,1,84479000
AQ1JLk_bRKSmb-HC8-S4Hg,665,Critical Damage,6,Circle,1,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Tenacity %,0.12%,120000,1,1208320,Protection %,14.83%,14830000,2,57849600|90532600,Offense %,0.2%,200000,4,484980|469050|517410|500070,Critical Avoidance %,0.26%,260000,1,2566750
OOFeRQqjQ32e7nXtAwHKsw,665,Critical Damage,6,Circle,1,15,False,0,True,equippedStatMod,,Offense,1600,1600,0,,Health,317,317,3,1394|887|892,Critical Avoidance %,0.76%,760000,2,2618000|4936750,Offense %,0.05%,50000,1,448170,Speed,427,427,2,1865|2405
UL-tD6nAQa6IMXHwHD_87g,665,Critical Damage,6,Circle,1,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Critical Avoidance %,0.35%,350000,1,3420000,Defense %,0.000165%,165,1,1653,Tenacity %,0.46%,460000,4,978400|996080|1201200|1452480,Protection,697,697,2,3788|3189
eQcddvezR2WXOnQpaTNbyg,665,Critical Damage,6,Circle,5,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Defense,287,287,2,1587|1284,Tenacity %,0.25%,250000,2,1288480|1224000,Offense %,0.21%,210000,4,508620|412800|575100|516840,Health,473,473,4,854|1524|886|1470
mJATaY1ERJucFhu7RYsRWg,665,Critical Damage,6,Circle,5,15,False,0,True,equippedStatMod,,Speed,2400,2400,0,,Tenacity %,0.51%,510000,4,1441760|1543600|1259360|898480,Defense,578,578,3,2020|1498|2267,Offense %,0.1%,100000,2,524670|442410,Defense %,0.000744%,744,3,2374|2631|2444
1rezzSqSQOqVVCRWvZboAA,666,Critical Damage,6,Cross,5,15,False,0,True,equippedStatMod,,Protection,2000,2000,0,,Health,554,554,4,1619|1520|1531|873,Offense %,0.1%,100000,2,461610|528240,Tenacity %,0.49%,490000,4,1505600|838000|1052560|1584720,Potency %,0.000516%,516,2,2504|2656
DvAhSAITRICYtcp4922Buw,666,Critical Damage,6,Cross,5,15,False,0,True,equippedStatMod,,Potency %,0.0035%,3500,0,,Speed,659,659,3,2417|1730|2452,Protection %,22.22%,22220000,3,63282200|67873000|91066200,Offense %,0.15%,150000,3,315180|544530|583530,Tenacity %,0.36%,360000,3,1247280|1238640|1199760
