name,baseId,definitionId,id,rarity,level,gearTier,relicTier
BADBATCHECHO,BADBATCHECHO,BADBATCHECHO:SIX_STAR,FwIhKIbkQpmDehO-x4X4Bw,6,85,9,1
EMBO,EMBO,EMBO:SEVEN_STAR,3J0VpdD-SmqZTGXikiZ3wA,7,85,10,1
IMAGUNDI,IMAGUNDI,IMAGUNDI:SEVEN_STAR,r0q2lXvGRMyC4rDJYGNivg,7,85,9,1
REMNANTSNOWCOMMANDER,REMNANTSNOWCOMMANDER,REMNANTSNOWCOMMANDER:THREE_STAR,niMWTDb0TKqwiXdxvKrNUw,3,85,12,1
PADAWANOBIWAN,PADAWANOBIWAN,PADAWANOBIWAN:SEVEN_STAR,fdUHER1QQFeX1Pqx02Ko5Q,7,85,9,1
EETHKOTH,EETHKOTH,EETHKOTH:SEVEN_STAR,9MxaXkXATp2x3acJC_s2Mg,7,85,9,1
FENNECSHAND,FENNECSHAND,FENNECSHAND:SEVEN_STAR,YJiDwPOARoyYpavX7g0gfw,7,85,13,3
T3_M4,T3_M4,T3_M4:SEVEN_STAR,JjJ2-au6STuNxPqAaXFFTg,7,85,12,1
OMEGAS3,OMEGAS3,OMEGAS3:SIX_STAR,gPUgOExdRM-SnfTDvmJyJA,6,85,13,7
NINTHSISTER,NINTHSISTER,NINTHSISTER:SEVEN_STAR,qg7oNRcDSdKxn7PkVnyfhg,7,85,13,9
HOTHREBELSOLDIER,HOTHREBELSOLDIER,HOTHREBELSOLDIER:SEVEN_STAR,ZpDjqAT0RXCT9-1kiCCWxQ,7,85,9,1
ASAJVENTRESS,ASAJVENTRESS,ASAJVENTRESS:SEVEN_STAR,9rTdQPHJRLOYg663QADsHQ,7,85,12,1
GRIEVOUS,GRIEVOUS,GRIEVOUS:SEVEN_STAR,8rfbK6ILSTOkxNMgxNYN5Q,7,85,13,7
CHIRRUTIMWE,CHIRRUTIMWE,CHIRRUTIMWE:SEVEN_STAR,TJZj8X93S32n6tnD78nPNA,7,85,8,1
SHINHATI,SHINHATI,SHINHATI:SEVEN_STAR,9S_8jjUPTMitddioEskQGQ,7,85,13,5
JUHANI,JUHANI,JUHANI:SEVEN_STAR,UDoCRH4uS92zX8gCJxA-DA,7,85,12,1
KANANJARRUSS3,KANANJARRUSS3,KANANJARRUSS3:SEVEN_STAR,dMx4vcVLTHWr0Wk6LK0Qiw,7,85,13,8
ROSETICO,ROSETICO,ROSETICO:SEVEN_STAR,da51QIPySzW1uE1DmDmsIg,7,85,13,7
PRINCESSKNEESAA,PRINCESSKNEESAA,PRINCESSKNEESAA:SIX_STAR,YP8tqbTTS0-G_zvWpZYVsQ,6,85,13,7
AHSOKATANO,AHSOKATANO,AHSOKATANO:SEVEN_STAR,oY5lDG6jTc-UT3wXKa0YPA,7,85,13,7
JEDIKNIGHTCONSULAR,JEDIKNIGHTCONSULAR,JEDIKNIGHTCONSULAR:SEVEN_STAR,fLPK8bnSSFiRsHKghdUZAA,7,85,11,1
DIRECTORKRENNIC,DIRECTORKRENNIC,DIRECTORKRENNIC:SEVEN_STAR,ZFn8QPPBSn6_na9yfjMQ2Q,7,85,12,1
STORMTROOPERCONCEPT,STORMTROOPERCONCEPT,STORMTROOPERCONCEPT:THREE_STAR,WWGtaQBMQ2S88MaSRNvTsA,3,73,9,1
STORMTROOPERHAN,STORMTROOPERHAN,STORMTROOPERHAN:SEVEN_STAR,bVOyKrAwSLyX6DBQPD25pA,7,85,13,3
HERASYNDULLAS3,HERASYNDULLAS3,HERASYNDULLAS3:SEVEN_STAR,WwA_vE8UQ9SCiyY3ETfxew,7,85,13,7
BASTILASHANDARK,BASTILASHANDARK,BASTILASHANDARK:SEVEN_STAR,PW1L-e75QHah_i5rLIk8KA,7,85,12,1
BOSSK,BOSSK,BOSSK:SEVEN_STAR,HHG46px_TKifMzyZeOHdbg,7,85,13,7
FIRSTORDEREXECUTIONER,FIRSTORDEREXECUTIONER,FIRSTORDEREXECUTIONER:SEVEN_STAR,-5fKFKFWQ-S2jMql8uPcpQ,7,85,12,1
VADER,VADER,VADER:SEVEN_STAR,wo01pSvBRDmugpLTZ2XlZQ,7,85,13,11
TARFFUL,TARFFUL,TARFFUL:SEVEN_STAR,QjIvOKHqRayuGuSHCZTfpA,7,85,12,1
JARJARBINKS,JARJARBINKS,JARJARBINKS:SEVEN_STAR,xD7HYU-mSqOMqbg1Rllnug,7,85,11,1
COUNTDOOKU,COUNTDOOKU,COUNTDOOKU:SEVEN_STAR,3FSz0CMSTUerWQQH0wxk5A,7,85,13,4
MISSIONVAO,MISSIONVAO,MISSIONVAO:SEVEN_STAR,mC-7d71PST-6m77PaKcJpA,7,85,12,1
GEONOSIANBROODALPHA,GEONOSIANBROODALPHA,GEONOSIANBROODALPHA:SEVEN_STAR,EwaIJIQgRWGLZQCu-DgCiQ,7,85,13,5
MAUL,MAUL,MAUL:SEVEN_STAR,VlElFadkTf6o-_YqwnflHw,7,85,13,6
JOLEEBINDO,JOLEEBINDO,JOLEEBINDO:SEVEN_STAR,VGWjnbEWQPq1K6gWK0LcwQ,7,85,12,1
CHIEFNEBIT,CHIEFNEBIT,CHIEFNEBIT:SEVEN_STAR,gbPYHApKTDSmWMiuMeaBZg,7,85,13,3
TUSKENSHAMAN,TUSKENSHAMAN,TUSKENSHAMAN:SEVEN_STAR,1m0dzfmrT_K8tP3jnyE1JA,7,85,10,1
IMPERIALSUPERCOMMANDO,IMPERIALSUPERCOMMANDO,IMPERIALSUPERCOMMANDO:SEVEN_STAR,glyFbUVxTVOa7YXvUXfgsQ,7,85,9,1
KLEYA,KLEYA,KLEYA:FOUR_STAR,zHEzhxA7QweSjlo3i0w6jQ,4,85,12,1
FIRSTORDERTIEPILOT,FIRSTORDERTIEPILOT,FIRSTORDERTIEPILOT:SEVEN_STAR,OxZ6DwWiQLGs4heGmPpiCg,7,85,12,1
DARTHSION,DARTHSION,DARTHSION:SEVEN_STAR,OP5-B8qmQuKc8DFcXDEBsg,7,85,11,1
YODACHEWBACCA,YODACHEWBACCA,YODACHEWBACCA:FOUR_STAR,aocllDwYT-a94UxrTjxOdQ,4,85,12,1
IDENVERSIOEMPIRE,IDENVERSIOEMPIRE,IDENVERSIOEMPIRE:SIX_STAR,sr_nh4YITPmLdZfkcE52Sg,6,85,8,1
FIRSTORDERTROOPER,FIRSTORDERTROOPER,FIRSTORDERTROOPER:SIX_STAR,_BuhSRjxSa-vmnhXVCaNqg,6,85,13,7
WRECKERS3,WRECKERS3,WRECKERS3:SIX_STAR,uEjp6OaJQTuRqfyYL42cUA,6,85,11,1
GREEDO,GREEDO,GREEDO:SEVEN_STAR,EEBBIPwYRfGGcNIsO_1wwQ,7,85,12,1
HOTHLEIA,HOTHLEIA,HOTHLEIA:SEVEN_STAR,RtJDe5hPSziO9rDKc8VzLw,7,85,13,7
GENERALSYNDULLA,GENERALSYNDULLA,GENERALSYNDULLA:SEVEN_STAR,cxKTANbrQ820-mbbO3NZug,7,85,13,3
KXSECURITYDROID,KXSECURITYDROID,KXSECURITYDROID:FIVE_STAR,CbKZsnPyQfCWEoyYfGQYTg,5,85,12,1
BODHIROOK,BODHIROOK,BODHIROOK:SEVEN_STAR,quKF5BsKRcyAFpp2bC6f0A,7,85,12,1
BOOMADIER,BOOMADIER,BOOMADIER:SEVEN_STAR,I-M6qZctR4y_eyiDi7CTRA,7,85,13,7
CHEWBACCALEGENDARY,CHEWBACCALEGENDARY,CHEWBACCALEGENDARY:SEVEN_STAR,5Y6_oXSLQcazPNYmxNvafw,7,85,13,6
CHOPPERS3,CHOPPERS3,CHOPPERS3:SEVEN_STAR,Bru_NLjRRlitn1bvKpD5zA,7,85,13,7
BOBAFETT,BOBAFETT,BOBAFETT:SEVEN_STAR,ZKnLxXHHQ6OD7LSbTnf6DQ,7,85,13,10
TUSKENCHIEFTAIN,TUSKENCHIEFTAIN,TUSKENCHIEFTAIN:SIX_STAR,ifcf_6BgSlmkUESd4F1mww,6,85,13,7
WATTAMBOR,WATTAMBOR,WATTAMBOR:SEVEN_STAR,IQh24H7aRX2calIUiNm7Qg,7,85,9,1
WEDGEANTILLES,WEDGEANTILLES,WEDGEANTILLES:SEVEN_STAR,_-8UKeLXQm6rteZTYZGrAg,7,85,11,1
MARAJADE,MARAJADE,MARAJADE:SEVEN_STAR,uuuVPVVHTbSZyG-sI08oWw,7,85,13,8
DEATHTROOPER,DEATHTROOPER,DEATHTROOPER:SEVEN_STAR,IjtFAB8WS0i9xHoj9o97Ww,7,85,11,1
CARTHONASI,CARTHONASI,CARTHONASI:SEVEN_STAR,7MQUg-MyRx2R9oLzcUtByg,7,85,12,1
ARCTROOPER501ST,ARCTROOPER501ST,ARCTROOPER501ST:SIX_STAR,hk_G0czZQSmDS9yhDrJRyA,6,85,13,7
WICKET,WICKET,WICKET:SEVEN_STAR,8DP_aO6lT0WLxgUPVNx4Hw,7,85,12,1
SECONDSISTER,SECONDSISTER,SECONDSISTER:SEVEN_STAR,Mv_cN3LOSiSmzBPPnpWsrA,7,85,13,8
MACEWINDU,MACEWINDU,MACEWINDU:SEVEN_STAR,DCfkIiseTzaVx-iiN6Qzpw,7,85,13,4
VEL,VEL,VEL:FOUR_STAR,EtFQvm9JQOyhs56ilAKx0A,4,85,12,1
DATHCHA,DATHCHA,DATHCHA:SEVEN_STAR,E40HoMmWQfGRpU9ltvprtg,7,85,9,1
MASTERQUIGON,MASTERQUIGON,MASTERQUIGON:SEVEN_STAR,Zgk9W5B9S9if-enO2nf3ow,7,85,13,3
JYNERSO,JYNERSO,JYNERSO:SEVEN_STAR,J5J6kyqwQjuErnn0IY4xFw,7,85,12,1
TEEBO,TEEBO,TEEBO:SEVEN_STAR,7pB0l96bRK-HaMexDVMrTg,7,85,12,1
DOCTORAPHRA,DOCTORAPHRA,DOCTORAPHRA:SEVEN_STAR,_uXdjd_aSdOZ6McS4PMsGQ,7,85,9,1
BADBATCHTECH,BADBATCHTECH,BADBATCHTECH:SIX_STAR,nNIk-ArfQOGjLeDwoFLmaA,6,85,9,1
CARSONTEVA,CARSONTEVA,CARSONTEVA:THREE_STAR,DGscsy1jTWyNmX2SAXWlrQ,3,85,12,1
GLREY,GLREY,GLREY:SEVEN_STAR,k3GClg4UTpuZsJDm2wjTDA,7,85,13,11
AMILYNHOLDO,AMILYNHOLDO,AMILYNHOLDO:SEVEN_STAR,-VRG4JZBQNq7g7axa-5MsQ,7,85,13,7
URORRURRR,URORRURRR,URORRURRR:SEVEN_STAR,Og41VwyAS3Wj_pSqozBePw,7,85,10,1
SITHASSASSIN,SITHASSASSIN,SITHASSASSIN:SEVEN_STAR,aexHsZUqQDGsVA2Qiivx6g,7,85,11,1
SNOWTROOPER,SNOWTROOPER,SNOWTROOPER:SEVEN_STAR,W9JZl0dXSouEoEn3vimBdA,7,85,13,6
SHORETROOPER,SHORETROOPER,SHORETROOPER:SEVEN_STAR,lsA9eN70SUqAdyaJCffQBg,7,85,9,1
MAJORPARTAGAZ,MAJORPARTAGAZ,MAJORPARTAGAZ:FOUR_STAR,6PFyjcbZRRW0k9V1Ff2ZiA,4,85,12,1
PRINCESSLEIA,PRINCESSLEIA,PRINCESSLEIA:SEVEN_STAR,p8xJJuTVQsmyS_n-KE-kdA,7,85,13,4
SAVAGEOPRESS,SAVAGEOPRESS,SAVAGEOPRESS:SEVEN_STAR,vm6-1zqjQ7uXMOTMAcT16A,7,85,10,1
DARTHMALAK,DARTHMALAK,DARTHMALAK:SEVEN_STAR,Gi4yc5CnQbC2bekrOQeEPw,7,85,9,1
FINN,FINN,FINN:SEVEN_STAR,Ys-1OpVoRvq5bmhl-p99Ig,7,85,13,7
PHASMA,PHASMA,PHASMA:SEVEN_STAR,SkKOwLVQRPWgmAAswUhqVg,7,85,11,1
UNDERCOVERLANDO,UNDERCOVERLANDO,UNDERCOVERLANDO:SIX_STAR,4ANsPhIlSCiRGIga0LvMOw,6,85,13,7
EZRABRIDGERS3,EZRABRIDGERS3,EZRABRIDGERS3:SEVEN_STAR,7LiPaG8yQvywutOL0w1vgA,7,85,13,8
R5D4,R5D4,R5D4:THREE_STAR,TN99XFW_QVaLdod0lDcJPg,3,85,12,1
FIRSTORDEROFFICERMALE,FIRSTORDEROFFICERMALE,FIRSTORDEROFFICERMALE:SEVEN_STAR,ogMbke6zQ4yH_trrtMP3tw,7,85,11,1
AAYLASECURA,AAYLASECURA,AAYLASECURA:SEVEN_STAR,RS9O5t5dSA2YiqfvgQojGw,7,85,12,1
SEVENTHSISTER,SEVENTHSISTER,SEVENTHSISTER:SEVEN_STAR,FFMPIG2FQnKo3dr5NkEJTg,7,85,13,9
DARTHMALGUS,DARTHMALGUS,DARTHMALGUS:SEVEN_STAR,rNVRtWnISySAAsFoyWfm4Q,7,85,13,7
RESISTANCEPILOT,RESISTANCEPILOT,RESISTANCEPILOT:SEVEN_STAR,Z6ZsQzmNQsy8cyZcSNKuTQ,7,85,13,5
KYLEKATARN,KYLEKATARN,KYLEKATARN:SEVEN_STAR,NUyH0Un-QQ-qVlZICatTug,7,85,13,7
KUIIL,KUIIL,KUIIL:SEVEN_STAR,dmUHCShASp6QkYkaZ_yX1A,7,85,13,3
VANE,VANE,VANE:FOUR_STAR,IRrH4R1UTBaBO0OKgdC4_A,4,85,8,1
AURRA_SING,AURRA_SING,AURRA_SING:SIX_STAR,HWxexlgWQSa6Y_0eBSXcbw,6,85,13,7
JEDIKNIGHTGUARDIAN,JEDIKNIGHTGUARDIAN,JEDIKNIGHTGUARDIAN:SEVEN_STAR,W0PL0DaaTsOE_VtzDqxDLA,7,85,9,1
CANDEROUSORDO,CANDEROUSORDO,CANDEROUSORDO:SEVEN_STAR,CK2vVab5R1GJRABcltFIig,7,85,12,1
INQUISITORBARRISS,INQUISITORBARRISS,INQUISITORBARRISS:FOUR_STAR,52-GUkO5T1aatTDKmGdtNQ,4,85,12,1
MAULS7,MAULS7,MAULS7:SEVEN_STAR,H4Tb-Lp3RpWBK4KikxT3iA,7,85,13,7
CADBANE,CADBANE,CADBANE:SEVEN_STAR,cgIOCS2bTnaFcuVB0Skslw,7,85,12,1
SAWGERRERA,SAWGERRERA,SAWGERRERA:SEVEN_STAR,a87HTT1XQhSqzh1l2STnjA,7,85,12,1
TIEFIGHTERPILOT,TIEFIGHTERPILOT,TIEFIGHTERPILOT:SEVEN_STAR,EGIGnBBeQKypl69_NjyZMQ,7,85,13,7
GRANDMASTERYODA,GRANDMASTERYODA,GRANDMASTERYODA:SEVEN_STAR,_504VNHbT56dseACw4X_hQ,7,85,13,4
IG12,IG12,IG12:SEVEN_STAR,Ef5TBIi_RqG_1av0iPBqpA,7,85,8,1
SHAAKTI,SHAAKTI,SHAAKTI:SEVEN_STAR,503OVxX6T8KodfMAlrKGlw,7,85,13,5
BISTAN,BISTAN,BISTAN:SEVEN_STAR,FVzu8XndQMWZzCUIC0DyKA,7,85,12,1
IG11,IG11,IG11:SEVEN_STAR,mqfX-RgRRcykqF6ZAoBo8g,7,85,13,3
